text	label_text
not only does leblanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .	negative
an elegant work , food of love is as consistently engaging as it is revealing .	positive
the pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating , biting and witty feature written by charlie kaufman and his twin brother , donald , and directed by spike jonze .	positive
... a weak and ineffective ghost story without a conclusion or pay off .	very negative
if you 're a fan of the series you 'll love it and probably want to see it twice .	very positive
maid in manhattan might not look so appealing on third or fourth viewing down the road ... but as a high concept vehicle for two bright stars of the moment who can rise to fans ' lofty expectations , the movie passes inspection .	neutral
shanghai ghetto should be applauded for finding a new angle on a tireless story , but you might want to think twice before booking passage .	neutral
cynics need not apply . '	neutral
the film never finds its tone and several scenes run too long .	negative
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .	very negative
it 's not a motion picture ; it 's an utterly static picture .	very negative
it 's probably not easy to make such a worthless film ...	very negative
the film is bright and flashy in all the right ways .	very positive
a brisk , reverent , and subtly different sequel .	very positive
pure of intention and passably diverting , his secret life is light , innocuous and unremarkable .	neutral
a macabre and very stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .	positive
does an impressive job of relating the complicated history of the war and of filling in the background .	positive
a fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system	very positive
ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .	neutral
a cautionary tale about the folly of superficiality that is itself endlessly superficial .	negative
quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance .	negative
i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .	very negative
in the end , the movie bogs down in insignificance , saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .	very negative
mildly entertaining .	neutral
` men in black ii creates a new threat for the mib , but recycles the same premise .	neutral
