tokens	pos_tags	chunk_tags	ner_tags	text	tags
['Aircraft', 'noise', 'and', 'emissions', 'Gaseous', 'emissions', 'from', 'aircraft', 'in', 'the', 'atmosphere', 'Consultancy', 'services', 'Call', 'for', 'tender', '(', '96', '/', 'C', '251/06', ')']	[22, 21, 10, 24, 16, 24, 15, 21, 15, 12, 21, 22, 24, 37, 15, 21, 4, 11, 34, 22, 22, 5]	[11, 12, 12, 12, 12, 12, 13, 11, 13, 11, 12, 12, 12, 21, 13, 11, 0, 11, 0, 11, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Aircraft noise and emissions Gaseous emissions from aircraft in the atmosphere Consultancy services Call for tender (96 / C 251/06)	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', 'We', 'are', 'certainly', 'serious', 'more', 'than', 'before', 'to', 'find', 'a', 'solution', 'to', 'the', 'Afghan', 'problem', 'and', 'support', 'every', 'U.N.', 'plan', ',', '""', 'Amrollah', 'quoted', 'Rohrabacher', 'as', 'saying', '.']"	[0, 28, 41, 30, 16, 31, 15, 15, 35, 37, 12, 21, 35, 12, 16, 21, 10, 37, 12, 22, 21, 6, 0, 22, 38, 22, 15, 39, 7]	[0, 11, 21, 3, 1, 11, 12, 13, 21, 22, 11, 12, 13, 11, 12, 12, 0, 21, 11, 12, 12, 0, 0, 11, 21, 11, 13, 21, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0]	""" We are certainly serious more than before to find a solution to the Afghan problem and support every U.N. plan, "" Amrollah quoted Rohrabacher as saying."	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O']
['Evert', 'will', 'depart', 'for', 'Alexandroupolis', 'on', 'Saturday', 'afternoon', '.']	[22, 20, 37, 15, 24, 15, 22, 21, 7]	[11, 21, 22, 13, 11, 13, 11, 12, 0]	[1, 0, 0, 0, 5, 0, 0, 0, 0]	Evert will depart for Alexandroupolis on Saturday afternoon.	['B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
['Regula', 'Susana', 'Siegfried', ',', '50', ',', 'and', 'Nicola', 'Fleuchaus', ',', '25', ',', 'were', 'released', 'after', '71', 'days', 'after', 'a', '$', '200,000', 'ransom', 'was', 'paid', '.']	[22, 22, 22, 6, 11, 6, 10, 22, 23, 6, 11, 6, 38, 40, 15, 11, 24, 15, 12, 3, 11, 21, 38, 40, 7]	[11, 12, 12, 0, 11, 0, 0, 11, 12, 0, 11, 0, 21, 22, 13, 11, 12, 13, 11, 12, 12, 12, 21, 22, 0]	[1, 2, 2, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Regula Susana Siegfried, 50, and Nicola Fleuchaus, 25, were released after 71 days after a $200,000 ransom was paid.	['B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-MISC', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Botta', ',', 'who', 'had', 'accompanied', 'Puglisi', 'to', 'the', 'cemetary', ',', 'tried', 'to', 'flee', 'the', 'lone', 'gunman', 'but', 'was', 'caught', 'and', 'killed', '.']	[22, 6, 44, 38, 40, 22, 35, 12, 21, 6, 38, 35, 37, 12, 16, 21, 10, 38, 40, 10, 40, 7]	[11, 0, 11, 21, 22, 11, 13, 11, 12, 0, 21, 22, 22, 11, 12, 12, 0, 21, 22, 22, 22, 0]	[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Botta, who had accompanied Puglisi to the cemetary, tried to flee the lone gunman but was caught and killed.	['B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['--', 'Islamabad', 'newsroom', '9251-274757']	[8, 22, 21, 11]	[11, 12, 12, 21]	[0, 5, 0, 0]	-- Islamabad newsroom 9251-274757	['O', 'B-LOC', 'O', 'O']
"['""', 'She', 'is', 'doing', 'well', ',', '""', 'hospital', 'spokeswoman', 'Carol', 'Norris', 'said', '.', '""']"	[0, 28, 42, 39, 30, 6, 0, 21, 21, 22, 22, 38, 7, 0]	[0, 11, 21, 22, 3, 0, 0, 11, 12, 12, 12, 21, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]	""" She is doing well, "" hospital spokeswoman Carol Norris said . """	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']
['BALANCE', 'OF', 'PAYMENTS']	[37, 15, 24]	[21, 13, 11]	[0, 0, 0]	BALANCE OF PAYMENTS	['O', 'O', 'O']
['If', 'there', 'is', 'no', 'result', 'the', 'decision', 'will', 'be', 'ceded', 'to', 'an', 'electoral', 'college', '.']	[15, 13, 42, 12, 21, 12, 21, 20, 37, 40, 35, 12, 16, 21, 7]	[17, 11, 21, 11, 12, 11, 12, 21, 22, 22, 13, 11, 12, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	If there is no result the decision will be ceded to an electoral college.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['The', 'Taiwan', 'dollar', 'closed', 'slightly', 'firmer', 'on', 'Thursday', 'amid', 'tight', 'Taiwan', 'dollar', 'liquidity', 'in', 'the', 'banking', 'system', ',', 'and', 'dealers', 'said', 'the', 'rate', 'was', 'likely', 'to', 'move', 'narrowly', 'in', 'the', 'near', 'term', '.']	[12, 22, 21, 38, 30, 17, 15, 22, 15, 16, 22, 21, 21, 15, 12, 21, 21, 6, 10, 24, 38, 12, 21, 38, 16, 35, 37, 30, 15, 12, 16, 21, 7]	[11, 12, 12, 21, 3, 1, 13, 11, 13, 11, 12, 12, 12, 13, 11, 12, 12, 0, 0, 11, 21, 11, 12, 21, 1, 21, 22, 22, 13, 11, 12, 12, 0]	[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	The Taiwan dollar closed slightly firmer on Thursday amid tight Taiwan dollar liquidity in the banking system, and dealers said the rate was likely to move narrowly in the near term.	['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['SYDNEY', '1996-08-26']	[22, 11]	[11, 12]	[5, 0]	SYDNEY 1996-08-26	['B-LOC', 'O']
['Standings', 'after', 'games', 'played', 'on', 'Sunday', '(', 'tabulate', 'under', 'won', ',']	[24, 15, 24, 40, 15, 22, 4, 21, 15, 16, 6]	[11, 17, 11, 21, 13, 11, 0, 11, 13, 11, 12]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Standings after games played on Sunday (tabulate under won,	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ISSUE', 'PRICE', '2.42', 'DEM', 'GEARING', '10.29', 'X']	[16, 24, 11, 22, 22, 22, 22]	[11, 12, 11, 12, 12, 12, 12]	[0, 0, 0, 7, 0, 0, 0]	ISSUE PRICE 2.42 DEM GEARING 10.29 X	['O', 'O', 'O', 'B-MISC', 'O', 'O', 'O']
['1996-08-22']	[11]	[11]	[0]	1996-08-22	['O']
['7.', 'Hanna', 'Haugland', '(', 'Norway', ')', '1.88']	[11, 22, 22, 4, 22, 5, 11]	[11, 12, 12, 0, 11, 0, 11]	[0, 1, 2, 0, 5, 0, 0]	7. Hanna Haugland (Norway) 1.88	['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']
['American', 'Dennis', 'Mitchell', 'upstaged', 'a', 'trio', 'of', 'past', 'and', 'present', 'Olympic', '100', 'metres', 'champions', 'on', 'Friday', 'with', 'a', 'storming', 'victory', 'at', 'the', 'Brussels', 'grand', 'prix', '.']	[22, 22, 22, 38, 12, 21, 15, 16, 10, 16, 22, 11, 24, 24, 15, 22, 15, 12, 16, 21, 15, 12, 22, 16, 21, 7]	[11, 12, 12, 21, 11, 12, 13, 0, 0, 11, 12, 12, 12, 12, 13, 11, 13, 11, 12, 12, 13, 11, 12, 12, 12, 0]	[7, 1, 2, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0]	American Dennis Mitchell upstaged a trio of past and present Olympic 100 metres champions on Friday with a storming victory at the Brussels grand prix.	['B-MISC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']
"['Women', ""'s"", 'discus']"	[24, 27, 24]	[11, 11, 12]	[0, 0, 0]	Women's discus	['O', 'O', 'O']
['Wall', 'Street', 'had', 'expected', 'the', 'company', 'to', 'earn', '$', '0.17', 'a', 'share', 'in', 'its', 'fourth', 'quarter', ',', 'ended', 'June', '30', ',', 'according', 'to', 'First', 'Call', '.']	[22, 22, 38, 40, 12, 21, 35, 37, 3, 11, 12, 21, 15, 29, 16, 21, 6, 38, 22, 11, 6, 39, 35, 22, 37, 7]	[11, 12, 21, 22, 11, 12, 21, 22, 11, 12, 11, 12, 13, 11, 12, 12, 0, 21, 11, 12, 0, 13, 13, 11, 21, 0]	[5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Wall Street had expected the company to earn $0.17 a share in its fourth quarter, ended June 30, according to First Call.	['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['But', 'they', 'do', 'not', 'want', 'to', 'talk', 'to', 'anyone', '.', '""']"	[10, 28, 41, 30, 37, 35, 37, 35, 21, 7, 0]	[0, 11, 21, 22, 22, 22, 22, 13, 11, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"But they do not want to talk to anyone . """	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['These', 'people', 'are', 'now', 'in', 'Gisenyi', 'prison', ',', '""', 'Gatera', 'added', '.']"	[12, 24, 41, 30, 15, 22, 21, 6, 0, 22, 38, 7]	[11, 12, 21, 3, 13, 11, 12, 0, 0, 11, 21, 0]	[0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0]	"These people are now in Gisenyi prison, "" Gatera added."	['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-PER', 'O', 'O']
['1996-08-28']	[11]	[11]	[0]	1996-08-28	['O']
['Tanya', 'Dubnicoff', '(', 'Canada', ')', 'beat', 'Michelle', 'Ferris', '(', 'Australia', ')', '2-0', ',']	[22, 22, 4, 22, 5, 37, 22, 22, 4, 22, 5, 11, 6]	[11, 12, 0, 11, 0, 21, 11, 12, 0, 11, 0, 11, 0]	[1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0]	Tanya Dubnicoff (Canada) beat Michelle Ferris (Australia) 2-0,	['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O']
['Ipswich', '5', 'Reading', '2']	[22, 11, 39, 11]	[11, 12, 21, 11]	[3, 0, 3, 0]	Ipswich 5 Reading 2	['B-ORG', 'O', 'B-ORG', 'O']
['Taiwan', 'dollar', 'ends', 'higher', ',', 'narrow', 'trade', 'seen', '.']	[22, 21, 42, 17, 6, 16, 21, 40, 7]	[11, 12, 21, 3, 0, 11, 12, 21, 0]	[5, 0, 0, 0, 0, 0, 0, 0, 0]	Taiwan dollar ends higher, narrow trade seen.	['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Volkova', 'said', 'last', 'year', 'goods', 'had', 'been', 'exported', 'under', 'many', 'Russian', 'barter', 'deals', ',', 'with', 'nothing', 'imported', 'in', 'return', '.']	[22, 38, 16, 21, 24, 38, 40, 40, 15, 16, 16, 21, 24, 6, 15, 21, 40, 15, 21, 7]	[11, 21, 11, 12, 12, 21, 22, 22, 13, 11, 12, 12, 12, 0, 13, 11, 21, 13, 11, 0]	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Volkova said last year goods had been exported under many Russian barter deals, with nothing imported in return.	['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['FTSE', '100', '(', 'SEP', ')', '3,894.00', '3,894.00', '3,941.50']	[30, 11, 4, 22, 5, 11, 11, 11]	[11, 12, 0, 0, 0, 11, 12, 12]	[7, 8, 0, 0, 0, 0, 0, 0]	FTSE 100 (SEP) 3,894.00 3,894.00 3,941.50	['B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O']
['The', 'teams', 'meet', 'each', 'other', 'once', 'in', 'each']	[12, 24, 37, 12, 16, 30, 15, 12]	[11, 12, 21, 11, 12, 3, 13, 11]	[0, 0, 0, 0, 0, 0, 0, 0]	The teams meet each other once in each	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Graafschap', 'Doetinchem', '3', '(', 'Ibrahim', '20th', '63rd', ',', 'Godee', '54th', ')', 'RKC']	[22, 22, 11, 4, 22, 16, 11, 6, 22, 11, 5, 22]	[11, 12, 12, 0, 11, 12, 12, 0, 11, 12, 0, 11]	[3, 4, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3]	Graafschap Doetinchem 3 (Ibrahim 20th 63rd, Godee 54th) RKC	['B-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-ORG']
['Teams', ':']	[24, 8]	[11, 0]	[0, 0]	Teams:	['O', 'O']
"['It', ""'s"", 'very', 'wet', '.']"	[28, 42, 30, 16, 7]	[11, 21, 1, 2, 0]	[0, 0, 0, 0, 0]	It's very wet.	['O', 'O', 'O', 'O', 'O']
"['Queen', ""'s"", 'Park', 'v', 'Forfar', '.']"	[22, 27, 22, 14, 22, 7]	[11, 11, 12, 12, 12, 0]	[3, 4, 4, 0, 3, 0]	Queen's Park v Forfar.	['B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O']
['NWE', 'oil', 'products', 'were', 'mixed', 'on', 'Monday', 'but', 'markets', 'were', 'becalmed', 'because', 'of', 'a', 'public', 'holiday', 'in', 'the', 'United', 'Kingdom', ',', 'traders', 'said', '.']	[16, 21, 24, 38, 16, 15, 22, 10, 24, 38, 40, 15, 15, 12, 16, 21, 15, 12, 22, 22, 6, 24, 38, 7]	[11, 12, 12, 21, 1, 13, 11, 0, 11, 21, 1, 17, 13, 11, 12, 12, 13, 11, 12, 12, 0, 11, 21, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0]	NWE oil products were mixed on Monday but markets were becalmed because of a public holiday in the United Kingdom, traders said.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O']
['1.', 'Shane', 'Kelly', '(', 'Australia', ')', '1', 'minute', '02.777', 'seconds']	[11, 22, 22, 4, 22, 5, 11, 21, 11, 24]	[11, 12, 12, 0, 11, 0, 11, 12, 12, 12]	[0, 1, 2, 0, 5, 0, 0, 0, 0, 0]	1. Shane Kelly (Australia) 1 minute 02.777 seconds	['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']
['Zaglebie', 'Lubin', '7', '1', '3', '3', '10', '12', '6']	[22, 22, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12, 12]	[3, 4, 0, 0, 0, 0, 0, 0, 0]	Zaglebie Lubin 7 1 3 3 10 12 6	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hansa', 'Rostock', '3', '0', '2', '1', '3', '4', '2']	[22, 22, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12, 12]	[3, 4, 0, 0, 0, 0, 0, 0, 0]	Hansa Rostock 3 0 2 1 3 4 2	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['After', 'Moslem', 'suicide', 'bombers', 'killed', '59', 'people', 'in', 'Israel', 'in', 'February', 'and', 'March', ',', 'Weizman', 'called', 'for', 'peace', 'efforts', 'with', 'the', 'PLO', 'to', 'be', 'suspended', '.']	[15, 22, 21, 24, 38, 11, 24, 15, 22, 15, 22, 10, 22, 6, 22, 38, 15, 21, 24, 15, 12, 22, 35, 37, 40, 7]	[13, 11, 12, 12, 21, 11, 12, 13, 11, 13, 11, 12, 12, 0, 11, 21, 13, 11, 12, 13, 11, 12, 21, 22, 22, 0]	[0, 7, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]	After Moslem suicide bombers killed 59 people in Israel in February and March, Weizman called for peace efforts with the PLO to be suspended.	['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']
['100', 'metres', 'hurdles']	[11, 24, 24]	[11, 12, 12]	[0, 0, 0]	100 metres hurdles	['O', 'O', 'O']
"['Huge', 'swings', 'in', 'the', 'price', 'of', 'pulp', 'over', 'the', 'past', 'few', 'years', 'have', 'made', 'pulp', 'producers', ""'"", 'profitability', 'unpredictable', ',', 'and', 'made', 'investing', 'in', 'new', 'production', 'capacity', 'a', 'risky', 'business', '.']"	[16, 24, 15, 12, 21, 15, 21, 15, 12, 16, 16, 24, 41, 40, 21, 24, 27, 21, 16, 6, 10, 38, 39, 15, 16, 21, 21, 12, 16, 21, 7]	[11, 12, 13, 11, 12, 13, 11, 13, 11, 12, 12, 12, 21, 22, 11, 12, 11, 12, 12, 0, 0, 21, 22, 13, 11, 12, 12, 11, 12, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Huge swings in the price of pulp over the past few years have made pulp producers' profitability unpredictable, and made investing in new production capacity a risky business.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ST', 'LOUIS', '69', '64', '.519', '2', '1/2']	[28, 42, 11, 11, 11, 11, 11]	[11, 21, 11, 12, 12, 12, 12]	[3, 4, 0, 0, 0, 0, 0]	ST LOUIS 69 64 .519 2 1/2	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']
['Ratlam', '10', 'Yellow', '12,600-12,750', '12,700-12,800']	[22, 11, 22, 11, 11]	[11, 12, 12, 12, 12]	[5, 0, 0, 0, 0]	Ratlam 10 Yellow 12,600-12,750 12,700-12,800	['B-LOC', 'O', 'O', 'O', 'O']
['1996', 'SERIES', 'A']	[11, 22, 22]	[11, 12, 12]	[0, 0, 0]	1996 SERIES A	['O', 'O', 'O']
['Monaco', '3', '1', '1', '1', '5', '3', '4']	[22, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12]	[3, 0, 0, 0, 0, 0, 0, 0]	Monaco 3 1 1 1 5 3 4	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['The', 'tournament', 'also', 'lost', 'its', 'second', 'seed', 'on', 'the', 'third', 'day', 'of', 'play', 'when', 'second-seeded', 'Goran', 'Ivanisevic', 'of', 'Croatia', 'was', 'beaten', '6-7(3-7', ')', '6-4', '6-4', 'by', 'unseeded', 'Mikael', 'Tillstrom', 'of', 'Sweden', '.']	[12, 21, 30, 38, 29, 16, 21, 15, 12, 16, 21, 15, 21, 46, 16, 22, 22, 15, 22, 38, 40, 21, 5, 11, 11, 15, 16, 22, 22, 15, 22, 7]	[11, 12, 3, 21, 11, 12, 12, 13, 11, 12, 12, 13, 11, 3, 11, 12, 12, 13, 11, 21, 22, 3, 0, 11, 12, 13, 11, 12, 12, 13, 11, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 0]	The tournament also lost its second seed on the third day of play when second-seeded Goran Ivanisevic of Croatia was beaten 6-7(3-7) 6-4 6-4 by unseeded Mikael Tillstrom of Sweden.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O']
['3.', 'Frederic', 'Magne', '(', 'France', ')']	[22, 22, 22, 4, 22, 5]	[11, 12, 12, 0, 11, 0]	[0, 1, 2, 0, 5, 0]	3. Frederic Magne (France)	['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O']
['LONDON', '1996-08-24']	[22, 11]	[11, 12]	[5, 0]	LONDON 1996-08-24	['B-LOC', 'O']
['AMERICAN', 'LEAGUE']	[22, 22]	[11, 12]	[7, 8]	AMERICAN LEAGUE	['B-MISC', 'I-MISC']
['King', 'Birendra', 'of', 'Nepal', 'has', 'told', 'China', 'his', 'nation', 'will', 'not', 'become', 'the', 'tool', 'of', 'people', 'who', 'want', 'Tibetan', 'independence', 'from', 'Beijing', ',', 'the', 'official', 'China', 'Daily', 'newspaper', 'said', 'on', 'Saturday', '.']	[22, 22, 15, 21, 42, 40, 22, 29, 21, 20, 30, 37, 12, 21, 15, 24, 44, 41, 22, 21, 15, 22, 6, 12, 16, 22, 22, 21, 38, 15, 22, 7]	[11, 12, 13, 11, 21, 22, 11, 11, 12, 21, 22, 22, 11, 12, 13, 11, 11, 21, 11, 12, 13, 11, 0, 11, 12, 12, 12, 12, 21, 13, 11, 0]	[0, 1, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 5, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0]	King Birendra of Nepal has told China his nation will not become the tool of people who want Tibetan independence from Beijing, the official China Daily newspaper said on Saturday.	['O', 'B-PER', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']
"['Britain', ""'s"", 'Steven', 'Redgrave', 'said', 'on', 'Wednesday', 'he', 'might', 'change', 'his', 'mind', 'and', 'go', 'for', 'a', 'fifth', 'consecutive', 'Olympic', 'gold', 'medal', 'at', 'the', '2000', 'Games', 'in', 'Sydney', '.']"	[22, 27, 22, 22, 38, 15, 22, 28, 20, 37, 29, 21, 10, 37, 15, 12, 16, 16, 16, 21, 21, 15, 12, 11, 23, 15, 22, 7]	[11, 11, 12, 12, 21, 13, 11, 11, 21, 22, 11, 12, 0, 21, 13, 11, 12, 12, 12, 12, 12, 13, 11, 12, 12, 13, 11, 0]	[5, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 4, 0, 5, 0]	Britain's Steven Redgrave said on Wednesday he might change his mind and go for a fifth consecutive Olympic gold medal at the 2000 Games in Sydney.	['B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'O']
['The', 'back-to-back', 'wins', 'vault', 'Ferrigato', 'from', 'sixth', 'to', 'second', 'in', 'the', 'overall', 'World', 'Cup', 'rankings', 'with', '112', 'points', 'but', 'Museeuw', 'continues', 'to', 'hold', 'a', 'commanding', 'lead', 'with', '162', 'points', 'after', 'eight', 'of', 'the', '11', 'rounds', '.']	[12, 16, 24, 21, 22, 15, 16, 35, 37, 15, 12, 16, 22, 22, 24, 15, 11, 24, 10, 22, 42, 35, 37, 12, 16, 21, 15, 11, 24, 15, 11, 15, 12, 11, 24, 7]	[11, 12, 21, 11, 11, 13, 11, 21, 22, 13, 11, 12, 12, 12, 12, 13, 11, 12, 0, 11, 21, 22, 22, 11, 12, 12, 13, 11, 12, 13, 11, 13, 11, 12, 12, 0]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	The back-to-back wins vault Ferrigato from sixth to second in the overall World Cup rankings with 112 points but Museeuw continues to hold a commanding lead with 162 points after eight of the 11 rounds.	['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Kris', 'Goossens', '(', 'Belgium', ')', 'vs.', 'Sergi', 'Bruguera', '(', 'Spain', ')']	[22, 22, 4, 22, 5, 15, 22, 22, 4, 22, 5]	[11, 12, 0, 11, 0, 13, 11, 12, 0, 11, 0]	[1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0]	Kris Goossens (Belgium) vs. Sergi Bruguera (Spain)	['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O']
['Results', 'of', 'Major', 'League']	[24, 15, 22, 22]	[11, 13, 11, 12]	[0, 0, 7, 8]	Results of Major League	['O', 'O', 'B-MISC', 'I-MISC']
['BELCHATOW', ',', 'Poland', '1996-08-27']	[22, 6, 22, 11]	[11, 0, 11, 12]	[5, 0, 5, 0]	BELCHATOW, Poland 1996-08-27	['B-LOC', 'O', 'B-LOC', 'O']
