tokens	ner_tags	text	tags	lang
['उत्तर', 'दिशा', 'भगवान', 'शिव', 'की', 'प्रिय', 'दिशा', 'है', 'और', 'इसी', 'दिशा', 'में', 'भगवान', 'शिव', 'का', 'निवास', 'स्थल', ',', 'यानी', 'कैलाश', 'पर्वत', 'है', '।']	[5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	उत्तर दिशा भगवान शिव की प्रिय दिशा है और इसी दिशा में भगवान शिव का निवास स्थल, यानी कैलाश पर्वत है ।	['B-LOC', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
"['इस', 'फिल्म', 'में', 'अजय', 'देवगन', 'के', 'अलावा', 'मुख्य', 'किरदार', 'में', 'सौरभ', 'शुक्ला', 'और', 'इलियाना', 'डी', ""'"", 'क्रूज', 'भी', 'हैं', '.']"	[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 1, 2, 2, 2, 0, 0, 0]	इस फिल्म में अजय देवगन के अलावा मुख्य किरदार में सौरभ शुक्ला और इलियाना डी ' क्रूज भी हैं.	['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O']	hi
['हालांकि', ',', 'वित्त', 'मंत्री', 'जेटली', 'उस', 'दिन', 'दक्षिण', 'कोरिया', 'में', 'होंगे', ',', 'नायडू', 'और', 'राजनाथ', 'सिंह', 'आम', 'सहमति', 'के', 'लिए', 'शुक्रवार', 'को', 'कांग्रेस', 'अध्यक्ष', 'सोनिया', 'गांधी', 'और', 'माकपा', 'नेता', 'सीताराम', 'येचुरी', 'से', 'मुलाकात', 'करेंगे', '।']	[0, 0, 0, 0, 1, 0, 0, 5, 6, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 3, 0, 1, 2, 0, 3, 0, 1, 2, 0, 0, 0, 0]	हालांकि, वित्त मंत्री जेटली उस दिन दक्षिण कोरिया में होंगे, नायडू और राजनाथ सिंह आम सहमति के लिए शुक्रवार को कांग्रेस अध्यक्ष सोनिया गांधी और माकपा नेता सीताराम येचुरी से मुलाकात करेंगे ।	['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']	hi
['मंत्रालय', 'ने', 'यह', 'भी', 'बताया', 'कि', 'तमिलनाडु', ',', 'कर्नाटक', ',', 'महाराष्ट्र', ',', 'तेलंगाना', ',', 'गुजरात', ',', 'हरियाणा', ',', 'उत्तर', 'प्रदेश', ',', 'ओडिसा', ',', 'राजस्थान', 'और', 'आंध्रप्रदेश', 'से', 'तीस', 'लाख', '70', 'हजार', 'मीट्रिक', 'टन', 'दलहन', 'और', 'तिलहन', 'खरीद', 'की', 'मंजूरी', 'दी', 'गई', 'है', '।']	[0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 6, 0, 5, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	मंत्रालय ने यह भी बताया कि तमिलनाडु, कर्नाटक, महाराष्ट्र, तेलंगाना, गुजरात, हरियाणा, उत्तर प्रदेश, ओडिसा, राजस्थान और आंध्रप्रदेश से तीस लाख 70 हजार मीट्रिक टन दलहन और तिलहन खरीद की मंजूरी दी गई है ।	['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['ब्रह्मोस', 'मिसाइल', 'को', 'भारत', 'और', 'रूस', 'ने', 'संयुक्त', 'रूप', 'से', 'मिलकर', 'तैयार', 'किया', 'है', ',', 'और', 'इसका', 'एंटी', 'शिप', 'संस्करण', 'पहले', 'ही', 'भारतीय', 'नौसेना', 'में', 'शामिल', 'किया', 'जा', 'चुका', 'है', '।']	[3, 4, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0]	ब्रह्मोस मिसाइल को भारत और रूस ने संयुक्त रूप से मिलकर तैयार किया है, और इसका एंटी शिप संस्करण पहले ही भारतीय नौसेना में शामिल किया जा चुका है ।	['B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['इस', 'सम्मेलन', 'में', '80', 'देशों', 'के', 'दूतावास', 'प्रमुखों', 'और', 'रक्षा', 'सहयोगियों', 'ने', 'भागीदारी', 'की', '।']	[0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 0, 0, 0, 0]	इस सम्मेलन में 80 देशों के दूतावास प्रमुखों और रक्षा सहयोगियों ने भागीदारी की ।	['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O']	hi
['ओवैसी', 'ने', 'लोकसभा', 'में', 'कहा', 'कि', 'ईद', 'पर', 'क्या', 'होगा', '?']	[1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0]	ओवैसी ने लोकसभा में कहा कि ईद पर क्या होगा ?	['B-PER', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']	hi
['हम', 'नौकरियों', 'में', 'अपने', 'लोगों', 'और', 'एलएएचडीसी', 'के', 'लिए', 'रॉयल्टी', 'की', 'भी', 'मांग', 'करेंगे', '।']	[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]	हम नौकरियों में अपने लोगों और एलएएचडीसी के लिए रॉयल्टी की भी मांग करेंगे ।	['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['इसने', 'एक', 'सहिष्णु', 'और', 'बहुलतावादी', 'देश', 'के', 'तौर', 'पर', 'भारत', 'की', 'छवि', 'को', 'नष्ट', 'किया', '।']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]	इसने एक सहिष्णु और बहुलतावादी देश के तौर पर भारत की छवि को नष्ट किया ।	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['राष्ट्रपति', 'सचिवालय', 'राष्ट्रपति', 'ने', 'भारतीय', 'वायु', 'सेना', 'के', '51', 'स्क्वाड्रन', 'को', 'स्टैंडर्ड', 'और', '230', 'सिग्नल', 'यूनिट', 'को', 'कलर्स', 'प्रदान', 'किए', 'राष्ट्रपति', 'ने', 'कहा', ',', 'हमारे', 'पराक्रमी', 'वायु', 'योद्धाओं', 'का', 'लचीलापन', ',', 'दृढ़ता', 'और', 'उत्साह', 'हर', 'भारतीय', 'के', 'लिए', 'गर्व', 'का', 'स्रोत', 'है', 'भारत', 'के', 'राष्ट्रपति', 'श्री', 'रामनाथ', 'कोविंद', 'ने', 'आज', '(', '22', 'मार्च', ',', '2018', ')', 'पंजाब', 'के', 'हलवारा', 'में', 'भारतीय', 'वायु', 'सेना', 'के', '51', 'स्क्वाड्रन', 'को', 'स्टैंडर्ड', 'और', '230', 'सिग्नल', 'यूनिट', 'को', 'कलर्स', 'प्रदान', 'किए', '।']	[0, 0, 0, 0, 3, 4, 4, 0, 3, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 3, 4, 4, 0, 3, 4, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0]	राष्ट्रपति सचिवालय राष्ट्रपति ने भारतीय वायु सेना के 51 स्क्वाड्रन को स्टैंडर्ड और 230 सिग्नल यूनिट को कलर्स प्रदान किए राष्ट्रपति ने कहा, हमारे पराक्रमी वायु योद्धाओं का लचीलापन, दृढ़ता और उत्साह हर भारतीय के लिए गर्व का स्रोत है भारत के राष्ट्रपति श्री रामनाथ कोविंद ने आज ( 22 मार्च, 2018 ) पंजाब के हलवारा में भारतीय वायु सेना के 51 स्क्वाड्रन को स्टैंडर्ड और 230 सिग्नल यूनिट को कलर्स प्रदान किए ।	['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']	hi
['क्लस्टर', '(', 'समूह', ')', 'विकास', 'कार्यक्रम', 'के', 'तहत', '17', 'कॉमन', 'फैसिलिटी', 'सेंटर', 'और', '14', 'इन्फ्रास्ट्रक्चर', 'डेवलपमेंट', 'प्रोजेक्ट्स', 'का', 'गठन', 'किया', 'गया', 'है', ',', 'जबकि', '24', 'कॉमन', 'फैसिलिटी', 'सेंटर', 'और', '25', 'इन्फ्रास्ट्रक्चर', 'डेवलपमेंट', 'प्रोजेक्ट्स', 'को', 'मंज़ूरी', 'दी', 'गयी', 'है', '।']	[3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	क्लस्टर ( समूह ) विकास कार्यक्रम के तहत 17 कॉमन फैसिलिटी सेंटर और 14 इन्फ्रास्ट्रक्चर डेवलपमेंट प्रोजेक्ट्स का गठन किया गया है, जबकि 24 कॉमन फैसिलिटी सेंटर और 25 इन्फ्रास्ट्रक्चर डेवलपमेंट प्रोजेक्ट्स को मंज़ूरी दी गयी है ।	['B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['ग्वालियार', '-', 'चंबल', 'अंचल', 'में', 'दिल्ली', '-', 'मुंबई', 'औद्योगिक', 'क्षेत्र', 'का', 'निर्माण']	[5, 6, 6, 6, 0, 5, 0, 5, 0, 0, 0, 0]	ग्वालियार- चंबल अंचल में दिल्ली- मुंबई औद्योगिक क्षेत्र का निर्माण	['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O']	hi
['कोसली', 'पुलिस', 'मामले', 'की', 'जांच', 'कर', 'रही', 'है', '।']	[0, 0, 0, 0, 0, 0, 0, 0, 0]	कोसली पुलिस मामले की जांच कर रही है ।	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['कंपनी', 'ने', 'कहा', 'कि', 'यह', 'सेवा', 'देश', 'पांच', 'शहरों', 'दिल्ली', ',', 'बेंगलुरु', ',', 'मुंबई', ',', 'चेन्नई', 'और', 'पुणे', 'में', 'उपलब्ध', 'होगी', '।']	[0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 0, 0, 0]	कंपनी ने कहा कि यह सेवा देश पांच शहरों दिल्ली, बेंगलुरु, मुंबई, चेन्नई और पुणे में उपलब्ध होगी ।	['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O']	hi
['राज्य', '/', 'केंद्र', 'शासित', 'प्रदेश', 'का', 'नाम']	[5, 0, 5, 0, 0, 0, 0]	राज्य/ केंद्र शासित प्रदेश का नाम	['B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O']	hi
"['""', 'उनके', 'गीत', 'लेखन', 'की', 'प्रक्रिया', 'को', 'विल्क', 'द्वारा', '""', '""', 'रेज', 'अगेंस्ट', 'डी', 'मशीन', '""', '""', 'से', '""', '""', 'अधिक', 'सहयोगात्मक', '""', '""', 'तथा', '""', '""', 'संतोषजनक', 'बताया', 'गया', 'है', '""', '""', ',', 'जो', '""', '""', 'एक', 'रचनात्मक', 'लड़ाई', 'थी', '।', '""']"	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	""" उनके गीत लेखन की प्रक्रिया को विल्क द्वारा "" "" रेज अगेंस्ट डी मशीन "" "" से "" "" अधिक सहयोगात्मक "" "" तथा "" "" संतोषजनक बताया गया है "" "", जो "" "" एक रचनात्मक लड़ाई थी । """	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['गुजरात', 'में', 'भाजपा', 'का', 'घंमड', 'टूटा', 'है', '।']	[5, 0, 3, 0, 0, 0, 0, 0]	गुजरात में भाजपा का घंमड टूटा है ।	['B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']	hi
['फिल्म', 'को', 'मनोज', 'नारायण', 'ने', 'डायरेक्ट', 'किया', 'है', '.']	[0, 0, 1, 2, 0, 0, 0, 0, 0]	फिल्म को मनोज नारायण ने डायरेक्ट किया है.	['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']	hi
['नयी', 'दिल्लीः', 'दिल्ली', 'सरकार', 'ने', 'सार्वजनिक', 'परिवहन', 'को', 'बेहतर', 'बनाने', 'के', 'मकसद', 'से', 'क्लस्टर', 'योजना', 'के', 'तहत', '1,000', 'बसों', 'को', 'शामिल', 'करने', 'की', 'प्रक्रिया', 'शुरू', 'कर', 'दी', 'है', '।']	[5, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	नयी दिल्लीः दिल्ली सरकार ने सार्वजनिक परिवहन को बेहतर बनाने के मकसद से क्लस्टर योजना के तहत 1,000 बसों को शामिल करने की प्रक्रिया शुरू कर दी है ।	['B-LOC', 'I-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
